Matrix,Size,MemoryUsage,Time,RelativeError
../matrixes/cfd2.mtx,123440,549.78125,17.08560415300235,3.79734620529076e-13
../matrixes/cfd1.mtx,70656,345.67578125,6.88718646399866,2.4936662481657558e-14
../matrixes/G3_circuit.mtx,1585478,1458.16796875,43.32319373700011,2.741966359964529e-12
../matrixes/ex15.mtx,6867,179.34375,0.1226922910027497,6.373039892025257e-07
