Matrix,Size,MemoryUsage,Time,RelativeError
../matrixes/G3_circuit.mtx,1585478,1489.11328125,210.43830218499988,3.748976291369114e-12
../matrixes/apache2.mtx,715176,1598.015625,246.81024010800002,3.589863677353691e-11
../matrixes/cfd2.mtx,123440,553.50390625,77.70359713599987,3.891332017069603e-13
../matrixes/cfd1.mtx,70656,347.4375,49.07313196899986,5.213731724477322e-14
../matrixes/ex15.mtx,6867,303.8828125,0.37586191200011854,6.108710681691546e-07
../matrices/ex15.mtx;6867;53.17578125;0.5771502179995878;6.108710681691546e-07
../matrices/ex15.mtx;6867;53.20703125;0.5474581579983351;6.108710681691546e-07
