MatriName;Size;MemoryUsage;Time;RelativeError
G3_circuit.mtx;1585478;3128.689104000002;10.159815101;4.8815401057625916e-12
apache2.mtx;715176;2352.4025360000014;6.6285449;5.5991538548407745e-11
cfd1.mtx;70656;540.9289360000004;1.1244331;6.65828118763241e-14
cfd2.mtx;123440;1020.3508720000005;2.3578805;3.5255678638418463e-13
ex15.mtx;6867;11.536936000000006;0.0242564;6.255426935189786e-7
